FOF_Halo_ID,Subhalo_ID,sigma_0_projectx,sigma_3_projectx,sigma_5_projectx,sigma_10_projectx
16669220,9586137,158.90514111872278,1.1154087580260887,1.224628319235671,4.3023684796175194
16707333,9604098,724.0687167969542,724.0687167969542,724.0687167969542,132.46563880100675
16746257,9623455,411.442366427487,411.442366427487,57.11220287056228,25.681008266126327
16783196,9642736,869.26152048855,869.26152048855,13.158002780834627,12.305449214016672
16817419,9662874,817.1645933206727,5.5746349251331,4.603085451781695,2.579983676832442
16850749,9684469,722.996495382832,722.996495382832,4.362347706941353,4.347341768221975
16887424,9704253,39.1749499496893,65.09323356869801,66.58769930661921,9.150808514491759
16926184,9722871,848.2831999629092,0.9808866034633184,1.160165136553524,1.160165136553524
16957500,9743417,40.966298922518575,41.497290124396386,41.497290124396386,27.54253359357643
16989050,9762301,1792.2406620935137,1793.8255006157508,1793.8255006157508,1795.4104703793714
17022321,9782373,2.691743149222413,1.0923447381221543,2.5509104195679146,11.475503791138506
17056006,9803870,176.6644390587243,3.721354807452405,3.721354807452405,5.043607974602989
17088453,9821989,33.958185362578575,35.71196404007675,35.71196404007675,37.52098801587333
17122549,9842105,759.6101739126011,1.2556454273116628,1.26400134905154,4.2572156909885415
17153358,9862271,408.0073409422653,1.0406857839661374,1.0079630922125795,1.3296918465895324
17186809,9882817,338.1342173299447,338.1342173299447,12.838900470133284,11.280593486305563
17219533,9904386,1.115337898145865,1.115337898145865,1.2289523618104397,5.917023799753488
17252239,9925107,1.259258871441757,1.1987690591705398,1.1987690591705398,1.259258871441757
17282014,9944412,279.3563403657822,279.3563403657822,279.3563403657822,279.3563403657822
17313871,9963152,348.7612872279897,348.7612872279897,348.7612872279897,1.160173636505682
17344823,9982427,1.293846403880974,1.2733650324354853,1.2733650324354853,1.2733650324354853
17379158,10002434,2.7066479664184215,1.222732830529037,1.222732830529037,1.222732830529037
17412194,10021435,152.5671788153003,2.5811179233644883,2.337527842052949,7.578588892460704
17443384,10041199,126.45152474178285,127.7793292650841,127.7793292650841,127.7793292650841
17479485,10058986,383.8235740386957,383.8235740386957,383.8235740386957,382.4545053323459
17510142,10077362,0.9798930582029719,1.0712745113466189,1.0712745113466189,7.989637576971668
17536971,10093794,1.236534401124678,1.2457602092529316,1.2457602092529316,1.1119926473650221
