Index,FOF_Halo_ID_At99,Subhalo_ID_At84,FOF_Halo_ID_At84,GroupPos,Group_R_Crit200,Group_R_Crit500
261,17469179,10231926,17788647,"[41980.078125, 585340.5625, 48820.88671875]",1002.496826171875,649.5429077148438
262,17503683,10250252,17823213,"[169238.65625, 171641.765625, 455078.40625]",1159.302978515625,748.4053344726562
263,17534833,10266031,17853235,"[312361.03125, 637714.5625, 551977.4375]",1251.3916015625,836.0435791015625
264,17560743,10284004,17878050,"[171445.53125, 192043.125, 676951.25]",1181.085693359375,782.76025390625
265,17589327,10300353,17907468,"[295764.75, 241396.3125, 645072.5625]",1069.1571044921875,708.8764038085938
266,17613539,10316089,17932993,"[176702.203125, 412659.8125, 88517.921875]",1095.0172119140625,705.3493041992188
267,17645096,10333667,17963598,"[600295.75, 198970.59375, 130530.8828125]",1142.4990234375,756.6743774414062
268,17672515,10352043,17991263,"[120662.09375, 502119.75, 514608.03125]",1038.4359130859375,669.8731079101562
269,17704708,10369172,18021832,"[525935.6875, 233583.09375, 65382.62109375]",1124.619384765625,703.0387573242188
270,17735014,10385645,18052809,"[207972.84375, 86745.890625, 188987.640625]",858.2640991210938,576.6704711914062
271,17759338,10402165,18079516,"[291757.53125, 137750.375, 124431.578125]",1203.044189453125,794.3681030273438
272,17784892,10416348,18103755,"[191177.3125, 194715.96875, 173874.9375]",1028.97119140625,663.7315063476562
273,17812828,10431576,18130967,"[571321.875, 117979.75, 187137.078125]",951.57373046875,611.558349609375
274,17838922,10447809,18157149,"[155931.140625, 302709.28125, 397549.90625]",1171.18212890625,797.3683471679688
275,17869429,10464248,18186894,"[300324.6875, 660397.1875, 269272.0625]",1060.461669921875,690.2546997070312
276,17902774,10480760,18219526,"[462370.78125, 43066.2265625, 87706.984375]",1085.210693359375,731.6056518554688
277,17927695,10496063,18245740,"[668167.0625, 19943.47265625, 245097.6875]",1111.53564453125,722.3977661132812
278,17950429,10511936,18270342,"[51210.8671875, 592887.1875, 31797.59765625]",849.52880859375,543.77099609375
279,17983895,10527840,18303549,"[147033.40625, 371094.40625, 498913.1875]",1082.531005859375,692.6644897460938
280,18007868,10542006,18328240,"[145481.90625, 233794.359375, 564498.375]",1024.7088623046875,682.6434936523438
281,18031884,10556853,18353689,"[46357.5234375, 583501.5, 186060.390625]",1142.3934326171875,753.9854736328125
282,18057470,10571412,18382237,"[594008.875, 79928.390625, 475563.09375]",1010.1103515625,677.3479614257812
283,18083780,10585046,18409107,"[432940.34375, 153642.125, 85901.484375]",1137.4405517578125,776.1306762695312
284,18115595,10599969,18439248,"[427607.28125, 459278.4375, 552330.0625]",729.3906860351562,383.7074890136719
285,18143062,10615899,18465945,"[245423.546875, 274438.96875, 393944.53125]",1071.40673828125,713.0690307617188
286,18168907,10629545,18492314,"[627543.375, 539345.5, 185903.609375]",1070.619384765625,670.0945434570312
287,18193714,10644190,18517634,"[625907.4375, 37420.84765625, 274914.90625]",1094.47021484375,737.4193115234375
288,18215742,10658126,18541320,"[285682.875, 59346.61328125, 438440.1875]",999.9869384765625,666.634033203125
289,18235846,10671821,18563130,"[377865.3125, 431471.875, 601218.0625]",1003.7247924804688,605.8191528320312
290,18259461,10686468,18588077,"[161996.328125, 371842.65625, 622246.5625]",980.5792236328125,575.8259887695312
291,18285440,10699541,18614771,"[545505.25, 343003.5625, 522222.40625]",881.2719116210938,557.5720825195312
292,18305929,10712976,18637879,"[654616.0, 79518.515625, 100696.984375]",1148.4932861328125,764.1017456054688
293,18326474,10724729,18659891,"[514537.53125, 384208.5625, 648023.9375]",1151.05810546875,758.3103637695312
294,18351627,10738474,18683119,"[560426.6875, 290025.71875, 458763.75]",782.8338623046875,505.6721496582031
295,18373383,10752748,18707833,"[85638.0390625, 596771.0625, 128340.0703125]",1099.2808837890625,656.6683349609375
296,18399944,10765404,18735025,"[416874.28125, 323618.75, 6808.30419921875]",826.0809936523438,544.9199829101562
297,18421126,10779614,18758586,"[582342.6875, 174664.171875, 172305.96875]",1106.61279296875,735.4734497070312
298,18445260,10790948,18781831,"[456730.28125, 562711.25, 218684.890625]",990.7428588867188,662.160888671875
299,18464818,10803576,18804468,"[327502.03125, 442395.84375, 588475.5]",1076.5897216796875,723.5323486328125
300,18491313,10815303,18830772,"[330570.875, 553570.6875, 74671.5390625]",1105.0487060546875,731.791259765625
301,18512862,10828975,18851478,"[453105.84375, 171156.078125, 14222.263671875]",1045.5350341796875,659.3737182617188
302,18539098,10841480,18874184,"[121602.6015625, 552161.0, 34411.3359375]",1128.7021484375,765.526611328125
303,18558842,10854575,18893514,"[420686.09375, 208776.984375, 395325.4375]",1065.77099609375,696.4213256835938
304,18579555,10867429,18914272,"[429149.625, 630956.0625, 121104.5546875]",1106.401123046875,743.9091186523438
305,18602073,10879047,18938111,"[494152.375, 271603.28125, 211737.15625]",1117.239013671875,702.4857788085938
306,18624090,10890836,18959269,"[572024.3125, 291438.875, 646485.75]",968.3840942382812,663.0652465820312
307,18643420,10903746,18980322,"[78095.96875, 251105.234375, 480511.09375]",866.3244018554688,573.4815063476562
308,18663609,10915959,19003244,"[19702.595703125, 145247.1875, 125670.125]",1014.017333984375,680.1292724609375
309,18685064,10927309,19025611,"[317449.8125, 618734.1875, 210416.34375]",1039.447509765625,661.2335205078125
310,18706787,10939632,19046137,"[482578.65625, 2747.98583984375, 455767.46875]",863.3458251953125,549.2423095703125
311,18727320,10952276,19066718,"[87610.3125, 271424.125, 483470.28125]",961.4492797851562,605.0680541992188
312,18750520,10965326,19088975,"[18245.298828125, 600354.0625, 149522.078125]",834.7777709960938,559.5748291015625
313,18771334,10976368,19111198,"[660786.625, 438285.375, 583778.25]",1077.4888916015625,733.9334716796875
314,18788090,10986793,19128727,"[133555.8125, 62185.7578125, 79409.0234375]",1042.1876220703125,699.4813232421875
315,18809506,10998738,19150921,"[282097.59375, 417604.25, 136170.421875]",949.6644897460938,609.1430053710938
316,18827654,11010357,19168884,"[559796.5625, 322119.4375, 153417.921875]",853.1779174804688,527.1672973632812
317,18851017,11021899,19191987,"[138469.140625, 64151.81640625, 412859.28125]",951.5418090820312,635.2774047851562
318,18867961,11035080,19210371,"[129387.1171875, 513291.8125, 277625.53125]",1054.477294921875,641.74169921875
319,18887856,11048198,19231126,"[458750.9375, 215681.625, 431940.625]",871.7734375,565.4797973632812
320,18908963,11060258,19252268,"[125872.21875, 197079.53125, 327964.21875]",1017.1022338867188,661.2034912109375
321,18929622,11073517,19273523,"[252770.859375, 258410.34375, 418133.375]",1042.2293701171875,697.2872314453125
322,18948062,11085165,19291384,"[11204.439453125, 500483.03125, 495795.15625]",983.861328125,634.6341552734375
323,18969218,11094967,19314195,"[348768.25, 64333.984375, 180306.4375]",1087.00634765625,701.851806640625
324,18989886,11107514,19333270,"[639886.75, 327487.21875, 357522.1875]",820.1826782226562,539.5977783203125
325,19007993,11120068,19351414,"[229376.375, 171260.109375, 513212.875]",835.2877197265625,525.7628784179688
326,19030246,11131131,19374874,"[220732.78125, 361777.9375, 496576.4375]",1000.5172729492188,643.1651000976562
327,19048967,11142790,19394788,"[345653.71875, 609893.25, 120229.0859375]",1056.523681640625,665.9269409179688
328,19063700,11153148,19408902,"[329949.5625, 354547.65625, 436559.28125]",1058.09326171875,687.1973876953125
329,19082221,11166471,19427584,"[470461.8125, 77054.4921875, 402510.03125]",942.7998046875,582.88720703125
330,19102051,11176939,19446213,"[606780.6875, 97399.3515625, 440277.53125]",1019.6973266601562,699.003662109375
331,19119113,11188792,19462987,"[330544.4375, 635555.5, 448113.1875]",965.47119140625,640.2711791992188
332,19136797,11197378,19481408,"[462430.125, 150205.71875, 189044.359375]",984.5497436523438,626.0830688476562
333,19153100,11207141,19497330,"[278860.53125, 436007.90625, 596488.125]",966.9954833984375,622.6105346679688
334,19170433,11218433,19515253,"[287267.21875, 324979.25, 392438.25]",739.9620971679688,457.5837707519531
335,19184393,11228086,19531845,"[275592.59375, 584138.4375, 174618.59375]",932.979248046875,594.4508056640625
336,19211783,11237694,19553444,"[340012.625, 129467.0078125, 419533.96875]",989.109375,655.4915161132812
337,19230547,11246658,19572112,"[320497.21875, 648918.3125, 467730.4375]",923.6361083984375,612.3553466796875
338,19246529,11257278,19588595,"[517501.71875, 546114.75, 542183.875]",859.9321899414062,547.70263671875
339,19262770,11266879,19605496,"[468280.0, 579912.25, 590843.4375]",861.7725830078125,540.9680786132812
340,19277552,11276232,19620393,"[478969.65625, 592980.5625, 281590.28125]",960.8095703125,618.9890747070312
341,19296435,11285712,19639304,"[91287.0859375, 595511.25, 316644.8125]",921.4061279296875,639.586181640625
342,19313671,11296546,19656440,"[490414.1875, 239460.765625, 628204.5625]",886.1671752929688,587.1385498046875
343,19327357,11305371,19670585,"[223243.578125, 526394.625, 139537.234375]",851.9476318359375,556.2647705078125
344,19340302,11314416,19684745,"[678652.9375, 242093.546875, 288988.65625]",949.1099853515625,629.7883911132812
345,19357750,11323149,19701990,"[553784.625, 624145.6875, 386013.09375]",898.4468383789062,596.9282836914062
346,19372389,11331342,19718167,"[34414.203125, 429846.96875, 31176.361328125]",901.78564453125,577.2582397460938
347,19389199,11340440,19733768,"[100619.8515625, 300985.375, 517421.75]",700.7698974609375,421.00592041015625
348,19402069,11349111,19747928,"[152790.6875, 450855.0, 422245.09375]",935.2289428710938,583.0637817382812
349,19416927,11357577,19763728,"[1714.66064453125, 501826.5, 261547.03125]",789.61474609375,459.00006103515625
350,19429412,11365858,19777400,"[331800.875, 233216.09375, 194704.34375]",884.1135864257812,556.054443359375
351,19441351,11372872,19788656,"[434003.40625, 631190.1875, 653180.375]",915.955322265625,607.9306640625
